id,s,i,r,d,population,long,lat,date
BR,0,3065,2,25,0,-51.9253,-14.235,03-22-2020,
BN,0,203,66,1,0,114.7277,4.5353,04-04-2020,
BN,0,202,65,1,0,114.7277,4.5353,04-03-2020,
BN,0,209,56,1,0,114.7277,4.5353,04-02-2020,
BN,0,209,52,1,0,114.7277,4.5353,04-01-2020,
BN,0,212,45,1,0,114.7277,4.5353,03-31-2020,
BN,0,215,38,1,0,114.7277,4.5353,03-30-2020,
BN,0,217,34,1,0,114.7277,4.5353,03-29-2020,
BN,0,214,25,1,0,114.7277,4.5353,03-28-2020,
BN,0,219,11,0,0,114.7277,4.5353,03-27-2020,
BN,0,223,5,0,0,114.7277,4.5353,03-26-2020,
BN,0,216,2,0,0,114.7277,4.5353,03-25-2020,
BN,0,206,2,0,0,114.7277,4.5353,03-24-2020,
BN,0,180,2,0,0,114.7277,4.5353,03-23-2020,
BN,0,174,2,0,0,114.7277,4.5353,03-22-2020,
BG,0,955,34,17,0,25.4858,42.7339,04-04-2020,
BG,0,926,30,14,0,25.4858,42.7339,04-03-2020,
BG,0,879,25,10,0,25.4858,42.7339,04-02-2020,
BG,0,814,20,10,0,25.4858,42.7339,04-01-2020,
BG,0,773,17,8,0,25.4858,42.7339,03-31-2020,
BG,0,693,17,8,0,25.4858,42.7339,03-30-2020,
BG,0,670,14,8,0,25.4858,42.7339,03-29-2020,
BG,0,644,11,7,0,25.4858,42.7339,03-28-2020,
BG,0,574,9,3,0,25.4858,42.7339,03-27-2020,
BG,0,517,8,3,0,25.4858,42.7339,03-26-2020,
BG,0,477,4,3,0,25.4858,42.7339,03-25-2020,
BG,0,430,3,3,0,25.4858,42.7339,03-24-2020,
BG,0,396,3,3,0,25.4858,42.7339,03-23-2020,
BG,0,368,3,3,0,25.4858,42.7339,03-22-2020,
BF,0,554,66,16,0,-1.5616,12.2383,04-04-2020,
BF,0,538,50,16,0,-1.5616,12.2383,04-03-2020,
BF,0,510,50,16,0,-1.5616,12.2383,04-02-2020,
BF,0,502,46,16,0,-1.5616,12.2383,04-01-2020,
BF,0,476,32,14,0,-1.5616,12.2383,03-31-2020,
BF,0,449,31,12,0,-1.5616,12.2383,03-30-2020,
BF,0,409,23,12,0,-1.5616,12.2383,03-29-2020,
BF,0,382,21,11,0,-1.5616,12.2383,03-28-2020,
BF,0,339,12,9,0,-1.5616,12.2383,03-27-2020,
BF,0,287,10,7,0,-1.5616,12.2383,03-26-2020,
BF,0,278,10,4,0,-1.5616,12.2383,03-25-2020,
BF,0,217,7,4,0,-1.5616,12.2383,03-24-2020,
BF,0,189,5,4,0,-1.5616,12.2383,03-23-2020,
BF,0,141,5,4,0,-1.5616,12.2383,03-22-2020,
BU,0,41,0,1,0,95.956,21.9162,04-04-2020,
BU,0,39,0,1,0,95.956,21.9162,04-03-2020,
BU,0,39,0,1,0,95.956,21.9162,04-02-2020,
BU,0,29,0,1,0,95.956,21.9162,04-01-2020,
BU,0,29,0,1,0,95.956,21.9162,03-31-2020,
BU,0,28,0,0,0,95.956,21.9162,03-30-2020,
BU,0,20,0,0,0,95.956,21.9162,03-29-2020,
BU,0,16,0,0,0,95.956,21.9162,03-28-2020,
BU,0,16,0,0,0,95.956,21.9162,03-27-2020,
BU,0,0,0,0,0,95.956,21.9162,03-26-2020,
BU,0,0,0,0,0,95.956,21.9162,03-25-2020,
BU,0,0,0,0,0,95.956,21.9162,03-24-2020,
BU,0,0,0,0,0,95.956,21.9162,03-23-2020,
BU,0,0,0,0,0,95.956,21.9162,03-22-2020,
BI,0,6,0,0,0,29.9189,-3.3731,04-04-2020,
BI,0,6,0,0,0,29.9189,-3.3731,04-03-2020,
BI,0,6,0,0,0,29.9189,-3.3731,04-02-2020,
BI,0,4,0,0,0,29.9189,-3.3731,04-01-2020,
BI,0,4,0,0,0,29.9189,-3.3731,03-31-2020,
BI,0,0,0,0,0,29.9189,-3.3731,03-30-2020,
BI,0,0,0,0,0,29.9189,-3.3731,03-29-2020,
BI,0,0,0,0,0,29.9189,-3.3731,03-28-2020,
BI,0,0,0,0,0,29.9189,-3.3731,03-27-2020,
BI,0,0,0,0,0,29.9189,-3.3731,03-26-2020,
BI,0,0,0,0,0,29.9189,-3.3731,03-25-2020,
BI,0,0,0,0,0,29.9189,-3.3731,03-24-2020,
BI,0,0,0,0,0,29.9189,-3.3731,03-23-2020,
BI,0,0,0,0,0,29.9189,-3.3731,03-22-2020,
CV,0,13,0,1,0,-23.0418,16.5388,04-04-2020,
CV,0,11,0,1,0,-23.0418,16.5388,04-03-2020,
CV,0,11,0,1,0,-23.0418,16.5388,04-02-2020,
CV,0,11,0,1,0,-23.0418,16.5388,04-01-2020,
CV,0,11,0,1,0,-23.0418,16.5388,03-31-2020,
CV,0,11,0,1,0,-23.0418,16.5388,03-30-2020,
CV,0,11,0,1,0,-23.0418,16.5388,03-29-2020,
CV,0,9,0,1,0,-23.0418,16.5388,03-28-2020,
CV,0,9,0,1,0,-23.0418,16.5388,03-27-2020,
CV,0,7,0,1,0,-23.0418,16.5388,03-26-2020,
CV,0,7,0,1,0,-23.0418,16.5388,03-25-2020,
CV,0,5,0,1,0,-23.0418,16.5388,03-24-2020,
CV,0,6,0,0,0,-23.0418,16.5388,03-23-2020,
CV,0,6,0,0,0,-23.0418,16.5388,03-22-2020,
KH,0,178,50,0,0,104.9167,11.55,04-04-2020,
KH,0,193,35,0,0,104.9167,11.55,04-03-2020,
KH,0,186,34,0,0,104.9167,11.55,04-02-2020,
KH,0,193,25,0,0,104.9167,11.55,04-01-2020,
KH,0,195,23,0,0,104.9167,11.55,03-31-2020,
KH,0,193,21,0,0,104.9167,11.55,03-30-2020,
KH,0,185,21,0,0,104.9167,11.55,03-29-2020,
KH,0,185,13,0,0,104.9167,11.55,03-28-2020,
KH,0,187,11,0,0,104.9167,11.55,03-27-2020,
KH,0,182,10,0,0,104.9167,11.55,03-26-2020,
KH,0,182,10,0,0,104.9167,11.55,03-25-2020,
KH,0,178,4,0,0,104.9167,11.55,03-24-2020,
KH,0,172,2,0,0,104.9167,11.55,03-23-2020,
KH,0,166,2,0,0,104.9167,11.55,03-22-2020,
CM,0,1084,17,9,0,11.5021,3.8480000000000003,04-04-2020,
CM,0,993,17,8,0,11.5021,3.8480000000000003,04-03-2020,
CM,0,595,10,7,0,11.5021,3.8480000000000003,04-02-2020,
CM,0,450,10,6,0,11.5021,3.8480000000000003,04-01-2020,
CM,0,375,5,6,0,11.5021,3.8480000000000003,03-31-2020,
CM,0,267,5,6,0,11.5021,3.8480000000000003,03-30-2020,
CM,0,267,5,6,0,11.5021,3.8480000000000003,03-29-2020,
CM,0,178,2,2,0,11.5021,3.8480000000000003,03-28-2020,
CM,0,178,2,2,0,11.5021,3.8480000000000003,03-27-2020,
CM,0,147,2,1,0,11.5021,3.8480000000000003,03-26-2020,
CM,0,147,2,1,0,11.5021,3.8480000000000003,03-25-2020,
CM,0,130,2,0,0,11.5021,3.8480000000000003,03-24-2020,
CM,0,110,2,0,0,11.5021,3.8480000000000003,03-23-2020,
CM,0,78,2,0,0,11.5021,3.8480000000000003,03-22-2020,
CF,0,16,0,0,0,20.9394,6.6111,04-04-2020,
CF,0,16,0,0,0,20.9394,6.6111,04-03-2020,
CF,0,6,0,0,0,20.9394,6.6111,04-02-2020,
CF,0,6,0,0,0,20.9394,6.6111,04-01-2020,
CF,0,6,0,0,0,20.9394,6.6111,03-31-2020,
CF,0,6,0,0,0,20.9394,6.6111,03-30-2020,
CF,0,6,0,0,0,20.9394,6.6111,03-29-2020,
CF,0,6,0,0,0,20.9394,6.6111,03-28-2020,
CF,0,6,0,0,0,20.9394,6.6111,03-27-2020,
CF,0,6,0,0,0,20.9394,6.6111,03-26-2020,
CF,0,6,0,0,0,20.9394,6.6111,03-25-2020,
CF,0,6,0,0,0,20.9394,6.6111,03-24-2020,
CF,0,6,0,0,0,20.9394,6.6111,03-23-2020,
CF,0,6,0,0,0,20.9394,6.6111,03-22-2020,
TD,0,18,0,0,0,18.7322,15.4542,04-04-2020,
TD,0,16,0,0,0,18.7322,15.4542,04-03-2020,
TD,0,16,0,0,0,18.7322,15.4542,04-02-2020,
TD,0,14,0,0,0,18.7322,15.4542,04-01-2020,
TD,0,14,0,0,0,18.7322,15.4542,03-31-2020,
TD,0,10,0,0,0,18.7322,15.4542,03-30-2020,
TD,0,6,0,0,0,18.7322,15.4542,03-29-2020,
TD,0,6,0,0,0,18.7322,15.4542,03-28-2020,
TD,0,6,0,0,0,18.7322,15.4542,03-27-2020,
TD,0,6,0,0,0,18.7322,15.4542,03-26-2020,
TD,0,6,0,0,0,18.7322,15.4542,03-25-2020,
TD,0,6,0,0,0,18.7322,15.4542,03-24-2020,
TD,0,2,0,0,0,18.7322,15.4542,03-23-2020,
TD,0,2,0,0,0,18.7322,15.4542,03-22-2020,
CL,0,7767,528,27,0,-71.543,-35.6751,04-04-2020,
CL,0,7025,427,22,0,-71.543,-35.6751,04-03-2020,
CL,0,6455,335,18,0,-71.543,-35.6751,04-02-2020,
CL,0,5812,234,16,0,-71.543,-35.6751,04-01-2020,
CL,0,5308,156,12,0,-71.543,-35.6751,03-31-2020,
CL,0,4734,156,8,0,-71.543,-35.6751,03-30-2020,
CL,0,4196,75,7,0,-71.543,-35.6751,03-29-2020,
CL,0,3751,61,6,0,-71.543,-35.6751,03-28-2020,
CL,0,3172,43,5,0,-71.543,-35.6751,03-27-2020,
CL,0,2586,22,4,0,-71.543,-35.6751,03-26-2020,
CL,0,2259,22,3,0,-71.543,-35.6751,03-25-2020,
CL,0,1825,17,2,0,-71.543,-35.6751,03-24-2020,
CL,0,1479,11,2,0,-71.543,-35.6751,03-23-2020,
CL,0,1255,8,1,0,-71.543,-35.6751,03-22-2020,
CO,0,2695,85,32,0,-74.2973,4.5709,04-04-2020,
CO,0,2454,55,25,0,-74.2973,4.5709,04-03-2020,
CO,0,2248,55,19,0,-74.2973,4.5709,04-02-2020,
CO,0,2074,39,17,0,-74.2973,4.5709,04-01-2020,
CO,0,1765,31,16,0,-74.2973,4.5709,03-31-2020,
CO,0,1569,15,12,0,-74.2973,4.5709,03-30-2020,
CO,0,1384,10,10,0,-74.2973,4.5709,03-29-2020,
CO,0,1200,10,6,0,-74.2973,4.5709,03-28-2020,
CO,0,1062,10,6,0,-74.2973,4.5709,03-27-2020,
CO,0,968,8,6,0,-74.2973,4.5709,03-26-2020,
CO,0,928,8,4,0,-74.2973,4.5709,03-25-2020,
CO,0,747,6,3,0,-74.2973,4.5709,03-24-2020,
CO,0,548,3,3,0,-74.2973,4.5709,03-23-2020,
CO,0,457,3,2,0,-74.2973,4.5709,03-22-2020,
CG,0,40,2,2,0,15.2832,-4.2634,04-04-2020,
CG,0,40,2,2,0,15.2832,-4.2634,04-03-2020,
CG,0,40,2,2,0,15.2832,-4.2634,04-02-2020,
CG,0,38,0,0,0,15.2832,-4.2634,04-01-2020,
CG,0,38,0,0,0,15.2832,-4.2634,03-31-2020,
CG,0,38,0,0,0,15.2832,-4.2634,03-30-2020,
CG,0,38,0,0,0,15.2832,-4.2634,03-29-2020,
CG,0,8,0,0,0,15.2832,-4.2634,03-28-2020,
CG,0,8,0,0,0,15.2832,-4.2634,03-27-2020,
CG,0,8,0,0,0,15.2832,-4.2634,03-26-2020,
CG,0,8,0,0,0,15.2832,-4.2634,03-25-2020,
CG,0,8,0,0,0,15.2832,-4.2634,03-24-2020,
CG,0,8,0,0,0,15.2832,-4.2634,03-23-2020,
CG,0,6,0,0,0,15.2832,-4.2634,03-22-2020,
CD,0,287,3,18,0,15.307045,-4.322447,04-04-2020,
CD,0,252,3,13,0,15.307045,-4.322447,04-03-2020,
CD,0,252,3,13,0,15.307045,-4.322447,04-02-2020,
CD,0,206,3,9,0,15.307045,-4.322447,04-01-2020,
CD,0,186,2,8,0,15.307045,-4.322447,03-31-2020,
CD,0,152,2,8,0,15.307045,-4.322447,03-30-2020,
CD,0,122,2,6,0,15.307045,-4.322447,03-29-2020,
CD,0,122,2,6,0,15.307045,-4.322447,03-28-2020,
CD,0,97,2,3,0,15.307045,-4.322447,03-27-2020,
CD,0,99,0,3,0,15.307045,-4.322447,03-26-2020,
CD,0,94,0,2,0,15.307045,-4.322447,03-25-2020,
CD,0,88,0,2,0,15.307045,-4.322447,03-24-2020,
CD,0,71,0,1,0,15.307045,-4.322447,03-23-2020,
CD,0,59,0,1,0,15.307045,-4.322447,03-22-2020,
CR,0,855,13,2,0,-83.7534,9.7489,04-04-2020,
CR,0,819,11,2,0,-83.7534,9.7489,04-03-2020,
CR,0,784,6,2,0,-83.7534,9.7489,04-02-2020,
CR,0,744,4,2,0,-83.7534,9.7489,04-01-2020,
CR,0,688,4,2,0,-83.7534,9.7489,03-31-2020,
CR,0,654,4,2,0,-83.7534,9.7489,03-30-2020,
CR,0,623,3,2,0,-83.7534,9.7489,03-29-2020,
CR,0,585,3,2,0,-83.7534,9.7489,03-28-2020,
CR,0,521,3,2,0,-83.7534,9.7489,03-27-2020,
CR,0,458,2,2,0,-83.7534,9.7489,03-26-2020,
CR,0,398,2,2,0,-83.7534,9.7489,03-25-2020,
CR,0,350,2,2,0,-83.7534,9.7489,03-24-2020,
CR,0,312,2,2,0,-83.7534,9.7489,03-23-2020,
CR,0,264,2,2,0,-83.7534,9.7489,03-22-2020,
CI,0,464,25,1,0,-5.5471,7.54,04-04-2020,
CI,0,416,19,1,0,-5.5471,7.54,04-03-2020,
CI,0,372,15,1,0,-5.5471,7.54,04-02-2020,
CI,0,370,9,1,0,-5.5471,7.54,04-01-2020,
CI,0,350,7,1,0,-5.5471,7.54,03-31-2020,
CI,0,329,6,1,0,-5.5471,7.54,03-30-2020,
CI,0,325,4,1,0,-5.5471,7.54,03-29-2020,
CI,0,199,3,0,0,-5.5471,7.54,03-28-2020,
CI,0,199,3,0,0,-5.5471,7.54,03-27-2020,
CI,0,189,3,0,0,-5.5471,7.54,03-26-2020,
CI,0,157,3,0,0,-5.5471,7.54,03-25-2020,
CI,0,144,2,0,0,-5.5471,7.54,03-24-2020,
CI,0,48,2,0,0,-5.5471,7.54,03-23-2020,
CI,0,27,1,0,0,-5.5471,7.54,03-22-2020,
HR,0,2121,119,12,0,15.2,45.1,04-04-2020,
HR,0,2058,92,8,0,15.2,45.1,04-03-2020,
HR,0,1927,88,7,0,15.2,45.1,04-02-2020,
HR,0,1847,73,6,0,15.2,45.1,04-01-2020,
HR,0,1661,67,6,0,15.2,45.1,03-31-2020,
HR,0,1507,67,6,0,15.2,45.1,03-30-2020,
HR,0,1368,52,6,0,15.2,45.1,03-29-2020,
HR,0,1264,45,5,0,15.2,45.1,03-28-2020,
HR,0,1132,37,3,0,15.2,45.1,03-27-2020,
HR,0,965,22,3,0,15.2,45.1,03-26-2020,
HR,0,861,22,1,0,15.2,45.1,03-25-2020,
HR,0,758,5,1,0,15.2,45.1,03-24-2020,
HR,0,624,5,1,0,15.2,45.1,03-23-2020,
HR,0,502,5,1,0,15.2,45.1,03-22-2020,
CU,0,555,15,6,0,-77.78116700000002,21.521757,04-04-2020,
CU,0,517,15,6,0,-77.78116700000002,21.521757,04-03-2020,
CU,0,447,13,6,0,-77.78116700000002,21.521757,04-02-2020,
CU,0,406,12,6,0,-77.78116700000002,21.521757,04-01-2020,
CU,0,358,8,6,0,-77.78116700000002,21.521757,03-31-2020,
CU,0,332,4,4,0,-77.78116700000002,21.521757,03-30-2020,
CU,0,271,4,3,0,-77.78116700000002,21.521757,03-29-2020,
CU,0,231,4,3,0,-77.78116700000002,21.521757,03-28-2020,
CU,0,154,4,2,0,-77.78116700000002,21.521757,03-27-2020,
CU,0,131,1,2,0,-77.78116700000002,21.521757,03-26-2020,
CU,0,112,1,1,0,-77.78116700000002,21.521757,03-25-2020,
CU,0,94,1,1,0,-77.78116700000002,21.521757,03-24-2020,
CU,0,79,0,1,0,-77.78116700000002,21.521757,03-23-2020,
CU,0,69,0,1,0,-77.78116700000002,21.521757,03-22-2020,
CY,0,808,33,11,0,33.4299,35.1264,04-04-2020,
CY,0,753,28,11,0,33.4299,35.1264,04-03-2020,
CY,0,674,28,10,0,33.4299,35.1264,04-02-2020,
CY,0,603,28,9,0,33.4299,35.1264,04-01-2020,
CY,0,493,23,8,0,33.4299,35.1264,03-31-2020,
CY,0,431,22,7,0,33.4299,35.1264,03-30-2020,
CY,0,408,15,5,0,33.4299,35.1264,03-29-2020,
CY,0,338,15,5,0,33.4299,35.1264,03-28-2020,
CY,0,304,15,5,0,33.4299,35.1264,03-27-2020,
CY,0,285,4,3,0,33.4299,35.1264,03-26-2020,
CY,0,258,3,3,0,33.4299,35.1264,03-25-2020,
CY,0,242,3,3,0,33.4299,35.1264,03-24-2020,
CY,0,228,3,1,0,33.4299,35.1264,03-23-2020,
CY,0,186,3,1,0,33.4299,35.1264,03-22-2020,
CZ,0,8807,78,59,0,15.472999999999999,49.8175,04-04-2020,
CZ,0,8057,72,53,0,15.472999999999999,49.8175,04-03-2020,
CZ,0,7605,67,44,0,15.472999999999999,49.8175,04-02-2020,
CZ,0,6916,61,39,0,15.472999999999999,49.8175,04-01-2020,
CZ,0,6540,45,31,0,15.472999999999999,49.8175,03-31-2020,
CZ,0,5954,25,23,0,15.472999999999999,49.8175,03-30-2020,
CZ,0,5607,11,16,0,15.472999999999999,49.8175,03-29-2020,
CZ,0,5240,11,11,0,15.472999999999999,49.8175,03-28-2020,
CZ,0,4538,11,9,0,15.472999999999999,49.8175,03-27-2020,
CZ,0,3831,10,9,0,15.472999999999999,49.8175,03-26-2020,
CZ,0,3292,10,6,0,15.472999999999999,49.8175,03-25-2020,
CZ,0,2775,10,3,0,15.472999999999999,49.8175,03-24-2020,
CZ,0,2464,7,1,0,15.472999999999999,49.8175,03-23-2020,
CZ,0,2233,6,1,0,15.472999999999999,49.8175,03-22-2020,
Diamond Princess,0,794,619,11,0,None,None,04-04-2020,
Diamond Princess,0,794,619,11,0,None,None,04-03-2020,
Diamond Princess,0,794,619,11,0,None,None,04-02-2020,
Diamond Princess,0,810,603,11,0,None,None,04-01-2020,
Diamond Princess,0,811,603,10,0,None,None,03-31-2020,
Diamond Princess,0,811,603,10,0,None,None,03-30-2020,
Diamond Princess,0,811,603,10,0,None,None,03-29-2020,
Diamond Princess,0,817,597,10,0,None,None,03-28-2020,
Diamond Princess,0,817,597,10,0,None,None,03-27-2020,
Diamond Princess,0,817,597,10,0,None,None,03-26-2020,
Diamond Princess,0,827,587,10,0,None,None,03-25-2020,
Diamond Princess,0,0,0,0,0,None,None,03-24-2020,
Diamond Princess,0,0,0,0,0,None,None,03-23-2020,
Diamond Princess,0,0,0,0,0,None,None,03-22-2020,
DJ,0,92,8,0,0,42.5903,11.8251,04-04-2020,
DJ,0,90,8,0,0,42.5903,11.8251,04-03-2020,
DJ,0,80,0,0,0,42.5903,11.8251,04-02-2020,
DJ,0,66,0,0,0,42.5903,11.8251,04-01-2020,
DJ,0,60,0,0,0,42.5903,11.8251,03-31-2020,
DJ,0,36,0,0,0,42.5903,11.8251,03-30-2020,
DJ,0,36,0,0,0,42.5903,11.8251,03-29-2020,
DJ,0,28,0,0,0,42.5903,11.8251,03-28-2020,
DJ,0,24,0,0,0,42.5903,11.8251,03-27-2020,
DJ,0,22,0,0,0,42.5903,11.8251,03-26-2020,
DJ,0,22,0,0,0,42.5903,11.8251,03-25-2020,
DJ,0,6,0,0,0,42.5903,11.8251,03-24-2020,
DJ,0,6,0,0,0,42.5903,11.8251,03-23-2020,
DJ,0,2,0,0,0,42.5903,11.8251,03-22-2020,
DM,0,28,0,0,0,-61.371,15.415,04-04-2020,
DM,0,24,0,0,0,-61.371,15.415,04-03-2020,
DM,0,24,0,0,0,-61.371,15.415,04-02-2020,
DM,0,24,0,0,0,-61.371,15.415,04-01-2020,
DM,0,24,0,0,0,-61.371,15.415,03-31-2020,
DM,0,22,0,0,0,-61.371,15.415,03-30-2020,
DM,0,22,0,0,0,-61.371,15.415,03-29-2020,
DM,0,22,0,0,0,-61.371,15.415,03-28-2020,
DM,0,22,0,0,0,-61.371,15.415,03-27-2020,
DM,0,22,0,0,0,-61.371,15.415,03-26-2020,
DM,0,14,0,0,0,-61.371,15.415,03-25-2020,
DM,0,4,0,0,0,-61.371,15.415,03-24-2020,
DM,0,4,0,0,0,-61.371,15.415,03-23-2020,
DM,0,2,0,0,0,-61.371,15.415,03-22-2020,
DO,0,2892,16,68,0,-70.1627,18.7357,04-04-2020,
DO,0,2892,16,68,0,-70.1627,18.7357,04-03-2020,
DO,0,2684,16,60,0,-70.1627,18.7357,04-02-2020,
DO,0,2502,9,57,0,-70.1627,18.7357,04-01-2020,
DO,0,2162,5,51,0,-70.1627,18.7357,03-31-2020,
DO,0,1756,4,42,0,-70.1627,18.7357,03-30-2020,
DO,0,1676,3,39,0,-70.1627,18.7357,03-29-2020,
DO,0,1407,3,28,0,-70.1627,18.7357,03-28-2020,
DO,0,1139,3,20,0,-70.1627,18.7357,03-27-2020,
DO,0,963,3,10,0,-70.1627,18.7357,03-26-2020,
DO,0,771,3,10,0,-70.1627,18.7357,03-25-2020,
DO,0,615,3,6,0,-70.1627,18.7357,03-24-2020,
DO,0,484,3,3,0,-70.1627,18.7357,03-23-2020,
DO,0,401,0,3,0,-70.1627,18.7357,03-22-2020,
EC,0,6658,100,172,0,-78.1834,-1.8312,04-04-2020,
EC,0,6526,65,145,0,-78.1834,-1.8312,04-03-2020,
EC,0,6141,65,120,0,-78.1834,-1.8312,04-02-2020,
EC,0,5345,58,93,0,-78.1834,-1.8312,04-01-2020,
EC,0,4351,54,75,0,-78.1834,-1.8312,03-31-2020,
EC,0,3861,3,60,0,-78.1834,-1.8312,03-30-2020,
EC,0,3787,3,58,0,-78.1834,-1.8312,03-29-2020,
EC,0,3595,3,48,0,-78.1834,-1.8312,03-28-2020,
EC,0,3151,3,36,0,-78.1834,-1.8312,03-27-2020,
EC,0,2769,3,34,0,-78.1834,-1.8312,03-26-2020,
EC,0,2315,3,28,0,-78.1834,-1.8312,03-25-2020,
EC,0,2134,3,27,0,-78.1834,-1.8312,03-24-2020,
EC,0,1941,3,18,0,-78.1834,-1.8312,03-23-2020,
EC,0,1561,3,14,0,-78.1834,-1.8312,03-22-2020,
EG,0,1828,241,71,0,30.802497999999996,26.820553000000004,04-04-2020,
EG,0,1688,216,66,0,30.802497999999996,26.820553000000004,04-03-2020,
EG,0,1471,201,58,0,30.802497999999996,26.820553000000004,04-02-2020,
EG,0,1327,179,52,0,30.802497999999996,26.820553000000004,04-01-2020,
EG,0,1217,157,46,0,30.802497999999996,26.820553000000004,03-31-2020,
EG,0,1121,150,41,0,30.802497999999996,26.820553000000004,03-30-2020,
EG,0,1046,132,40,0,30.802497999999996,26.820553000000004,03-29-2020,
EG,0,995,121,36,0,30.802497999999996,26.820553000000004,03-28-2020,
EG,0,926,116,30,0,30.802497999999996,26.820553000000004,03-27-2020,
EG,0,864,102,24,0,30.802497999999996,26.820553000000004,03-26-2020,
EG,0,796,95,21,0,30.802497999999996,26.820553000000004,03-25-2020,
EG,0,704,80,20,0,30.802497999999996,26.820553000000004,03-24-2020,
EG,0,645,68,19,0,30.802497999999996,26.820553000000004,03-23-2020,
EG,0,584,56,14,0,30.802497999999996,26.820553000000004,03-22-2020,
SV,0,107,2,3,0,-88.8965,13.7942,04-04-2020,
SV,0,90,0,2,0,-88.8965,13.7942,04-03-2020,
SV,0,80,0,2,0,-88.8965,13.7942,04-02-2020,
SV,0,63,0,1,0,-88.8965,13.7942,04-01-2020,
SV,0,63,0,1,0,-88.8965,13.7942,03-31-2020,
SV,0,60,0,0,0,-88.8965,13.7942,03-30-2020,
SV,0,48,0,0,0,-88.8965,13.7942,03-29-2020,
SV,0,38,0,0,0,-88.8965,13.7942,03-28-2020,
SV,0,26,0,0,0,-88.8965,13.7942,03-27-2020,
SV,0,26,0,0,0,-88.8965,13.7942,03-26-2020,
SV,0,18,0,0,0,-88.8965,13.7942,03-25-2020,
SV,0,10,0,0,0,-88.8965,13.7942,03-24-2020,
SV,0,6,0,0,0,-88.8965,13.7942,03-23-2020,
SV,0,6,0,0,0,-88.8965,13.7942,03-22-2020,
GQ,0,31,1,0,0,10.2679,1.6508,04-04-2020,
GQ,0,31,1,0,0,10.2679,1.6508,04-03-2020,
GQ,0,29,1,0,0,10.2679,1.6508,04-02-2020,
GQ,0,29,1,0,0,10.2679,1.6508,04-01-2020,
GQ,0,23,1,0,0,10.2679,1.6508,03-31-2020,
GQ,0,24,0,0,0,10.2679,1.6508,03-30-2020,
GQ,0,24,0,0,0,10.2679,1.6508,03-29-2020,
GQ,0,24,0,0,0,10.2679,1.6508,03-28-2020,
GQ,0,24,0,0,0,10.2679,1.6508,03-27-2020,
GQ,0,24,0,0,0,10.2679,1.6508,03-26-2020,
GQ,0,18,0,0,0,10.2679,1.6508,03-25-2020,
GQ,0,18,0,0,0,10.2679,1.6508,03-24-2020,
GQ,0,18,0,0,0,10.2679,1.6508,03-23-2020,
GQ,0,12,0,0,0,10.2679,1.6508,03-22-2020,
ER,0,58,0,0,0,39.7823,15.1794,04-04-2020,
ER,0,44,0,0,0,39.7823,15.1794,04-03-2020,
ER,0,44,0,0,0,39.7823,15.1794,04-02-2020,
ER,0,30,0,0,0,39.7823,15.1794,04-01-2020,
ER,0,30,0,0,0,39.7823,15.1794,03-31-2020,
ER,0,24,0,0,0,39.7823,15.1794,03-30-2020,
ER,0,24,0,0,0,39.7823,15.1794,03-29-2020,
ER,0,12,0,0,0,39.7823,15.1794,03-28-2020,
ER,0,12,0,0,0,39.7823,15.1794,03-27-2020,
ER,0,12,0,0,0,39.7823,15.1794,03-26-2020,
ER,0,8,0,0,0,39.7823,15.1794,03-25-2020,
ER,0,2,0,0,0,39.7823,15.1794,03-24-2020,
ER,0,2,0,0,0,39.7823,15.1794,03-23-2020,
ER,0,2,0,0,0,39.7823,15.1794,03-22-2020,
EE,0,2006,59,13,0,25.0136,58.5953,04-04-2020,
EE,0,1862,48,12,0,25.0136,58.5953,04-03-2020,
EE,0,1660,45,11,0,25.0136,58.5953,04-02-2020,
EE,0,1520,33,5,0,25.0136,58.5953,04-01-2020,
EE,0,1460,26,4,0,25.0136,58.5953,03-31-2020,
EE,0,1407,20,3,0,25.0136,58.5953,03-30-2020,
EE,0,1335,20,3,0,25.0136,58.5953,03-29-2020,
EE,0,1269,20,1,0,25.0136,58.5953,03-28-2020,
EE,0,1138,11,1,0,25.0136,58.5953,03-27-2020,
EE,0,1067,8,1,0,25.0136,58.5953,03-26-2020,
EE,0,799,8,1,0,25.0136,58.5953,03-25-2020,
EE,0,731,7,0,0,25.0136,58.5953,03-24-2020,
EE,0,700,4,0,0,25.0136,58.5953,03-23-2020,
EE,0,648,4,0,0,25.0136,58.5953,03-22-2020,
SZ,0,18,0,0,0,31.4659,-26.5225,04-04-2020,
SZ,0,18,0,0,0,31.4659,-26.5225,04-03-2020,
SZ,0,18,0,0,0,31.4659,-26.5225,04-02-2020,
SZ,0,18,0,0,0,31.4659,-26.5225,04-01-2020,
SZ,0,18,0,0,0,31.4659,-26.5225,03-31-2020,
SZ,0,18,0,0,0,31.4659,-26.5225,03-30-2020,
SZ,0,18,0,0,0,31.4659,-26.5225,03-29-2020,
SZ,0,18,0,0,0,31.4659,-26.5225,03-28-2020,
SZ,0,18,0,0,0,31.4659,-26.5225,03-27-2020,
SZ,0,12,0,0,0,31.4659,-26.5225,03-26-2020,
SZ,0,8,0,0,0,31.4659,-26.5225,03-25-2020,
SZ,0,8,0,0,0,31.4659,-26.5225,03-24-2020,
SZ,0,8,0,0,0,31.4659,-26.5225,03-23-2020,
SZ,0,8,0,0,0,31.4659,-26.5225,03-22-2020,
